date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-21,57.69897630800386,57.6886853878478,57.71035029762713,598294111
2025-03-22,49.52098612237425,49.50972596626136,49.53363862165312,598294111
2025-03-23,39.93545109643237,39.922388358320404,39.94984112309335,598294111
2025-03-24,29.02462984331061,29.010934365099697,29.040167716499493,598294111
2025-02-04,-315.79291753525047,-315.7929175364575,-315.7929175340785,5982960035
2025-02-05,-334.82686604912413,-334.82686605035343,-334.82686604788256,5982960035
2025-02-06,-354.54020253516796,-354.5402025365525,-354.54020253392036,5982960035
2025-02-07,-374.44130731518817,-374.4413073166679,-374.44130731387105,5982960035
2025-02-08,-393.97837912076267,-393.9783791222682,-393.97837911953746,5982960035
2025-02-09,-412.55040193604475,-412.55040193760783,-412.55040193470023,5982960035
2025-02-10,-429.5202083351377,-429.5202083366379,-429.52020833368965,5982960035
2025-02-11,-444.229392498977,-444.2293925006827,-444.2293924974943,5982960035
2025-02-12,-456.01476491457134,-456.0147649164339,-456.01476491304544,5982960035
2025-02-13,-464.2259856102031,-464.22598561219996,-464.2259856085527,5982960035
2025-02-14,-468.24396534642165,-468.2439653495356,-468.24396534463796,5982960035
2025-02-15,-467.49958597897484,-467.5021987423038,-467.4995859771009,5982960035
2025-02-16,-461.4922635599269,-461.4968507328893,-461.49226355786914,5982960035
2025-02-17,-449.80786169271465,-449.8150955199094,-449.8078616904612,5982960035
2025-02-18,-432.1354590050562,-432.14537014311725,-432.1353187458651,5982960035
2025-02-19,-408.282483815516,-408.2969454983125,-408.2806035789749,5982960035
2025-02-20,-378.1877512764986,-378.205214652327,-378.18414417264415,5982960035
2025-02-21,-341.9319733070514,-341.9531173199404,-341.92563931110226,5982960035
2025-02-22,-299.7453589076621,-299.7721166352824,-299.73696271755176,5982960035
2025-02-23,-252.01198113439003,-252.0451326273975,-252.0018092268569,5982960035
2025-02-24,-199.27065586619824,-199.3077058228819,-199.25871092931786,5982960035
2025-02-25,-142.21215508165162,-142.25352695034243,-142.1963827568671,5982960035
2025-02-26,-81.67266186083015,-81.71901131159824,-81.65132033501692,5982960035
2025-02-27,-18.623463831975478,-18.67354543294842,-18.59794475584825,5982960035
2025-02-28,45.843025923511995,45.78780297446893,45.87104728025459,5982960035
2025-03-01,110.53073861223945,110.4711301703648,110.56499044114949,5982960035
2025-03-02,174.16063714046064,174.09570367855497,174.20084917048922,5982960035
2025-03-03,235.39426124333397,235.32402661243898,235.43722388307347,5982960035
2024-12-10,1.0,0.9999999988241368,1.000000001378806,5996490387
2024-12-11,1.0,0.9999999987139934,1.000000001386367,5996490387
2024-12-12,1.0,0.9999999988074963,1.0000000012853334,5996490387
2024-12-13,1.0,0.9999999987795946,1.0000000013388053,5996490387
